equipment_usage_id,time_id,date,day,day_name,month,year,site_name,region,latitude,longitude,equipment_name,equipment_type,manufacture,model,capacity,purchase_date,operating_hours,downtime_hours,fuel_consumption,maintenance_cost,created_at,created_by
122,20240318,2024-03-18,18,Monday,3,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,333,10,2112,953849,2024-03-18 08:00:00,IoT
123,20240319,2024-03-19,19,Tuesday,3,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,314,9,1752,701521,2024-03-19 08:00:00,IoT
124,20240319,2024-03-19,19,Tuesday,3,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,290,11,1545,582873,2024-03-19 08:00:00,IoT
125,20240320,2024-03-20,20,Wednesday,3,2024,Quarry A,Sumatera,-5.1234,105.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,309,14,1394,584818,2024-03-20 08:00:00,IoT
126,20240320,2024-03-20,20,Wednesday,3,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,302,17,1747,591434,2024-03-20 08:00:00,IoT
127,20240321,2024-03-21,21,Thursday,3,2024,Area Tambang C,Papua,-4.1234,138.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,361,11,1909,805941,2024-03-21 08:00:00,IoT
128,20240322,2024-03-22,22,Friday,3,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,334,21,1870,757266,2024-03-22 08:00:00,IoT
129,20240322,2024-03-22,22,Friday,3,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,322,10,1535,618316,2024-03-22 08:00:00,IoT
130,20240323,2024-03-23,23,Saturday,3,2024,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,291,7,1541,452714,2024-03-23 08:00:00,IoT
131,20240324,2024-03-24,24,Sunday,3,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,286,23,1667,849403,2024-03-24 08:00:00,IoT
132,20240324,2024-03-24,24,Sunday,3,2024,Area Tambang C,Papua,-4.1234,138.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,318,21,1630,596903,2024-03-24 08:00:00,IoT
133,20240325,2024-03-25,25,Monday,3,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,304,4,1889,919092,2024-03-25 08:00:00,IoT
134,20240325,2024-03-25,25,Monday,3,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,281,12,1448,419643,2024-03-25 08:00:00,IoT
135,20240326,2024-03-26,26,Tuesday,3,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,339,23,1485,649192,2024-03-26 08:00:00,IoT
136,20240327,2024-03-27,27,Wednesday,3,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,326,11,1368,664352,2024-03-27 08:00:00,IoT
137,20240327,2024-03-27,27,Wednesday,3,2024,Quarry A,Sumatera,-5.1234,105.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,310,8,1834,684880,2024-03-27 08:00:00,IoT
138,20240328,2024-03-28,28,Thursday,3,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,350,9,1751,847680,2024-03-28 08:00:00,IoT
139,20240329,2024-03-29,29,Friday,3,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,351,5,2018,970155,2024-03-29 08:00:00,IoT
140,20240329,2024-03-29,29,Friday,3,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,291,10,1435,750323,2024-03-29 08:00:00,IoT
141,20240330,2024-03-30,30,Saturday,3,2024,Area Tambang C,Papua,-4.1234,138.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,285,12,1528,539981,2024-03-30 08:00:00,IoT
142,20240331,2024-03-31,31,Sunday,3,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,241,25,1333,521359,2024-03-31 08:00:00,IoT
143,20240331,2024-03-31,31,Sunday,3,2024,Quarry A,Sumatera,-5.1234,105.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,315,15,2038,860854,2024-03-31 08:00:00,IoT
144,20240401,2024-04-01,1,Monday,4,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,339,12,2153,761559,2024-04-01 08:00:00,IoT
145,20240401,2024-04-01,1,Monday,4,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,274,17,1534,850705,2024-04-01 08:00:00,IoT
146,20240402,2024-04-02,2,Tuesday,4,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,326,20,1881,796849,2024-04-02 08:00:00,IoT
147,20240403,2024-04-03,3,Wednesday,4,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,308,17,1563,642923,2024-04-03 08:00:00,IoT
148,20240403,2024-04-03,3,Wednesday,4,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,304,20,1888,608829,2024-04-03 08:00:00,IoT
149,20240404,2024-04-04,4,Thursday,4,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,296,13,1637,678565,2024-04-04 08:00:00,IoT
150,20240405,2024-04-05,5,Friday,4,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,277,19,1405,656286,2024-04-05 08:00:00,IoT
151,20240405,2024-04-05,5,Friday,4,2024,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,278,21,1562,617802,2024-04-05 08:00:00,IoT
152,20240406,2024-04-06,6,Saturday,4,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,313,11,1457,411413,2024-04-06 08:00:00,IoT
153,20240407,2024-04-07,7,Sunday,4,2024,Quarry A,Sumatera,-5.1234,105.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,327,16,2096,738288,2024-04-07 08:00:00,IoT
154,20240407,2024-04-07,7,Sunday,4,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,314,4,1415,536185,2024-04-07 08:00:00,IoT
155,20240408,2024-04-08,8,Monday,4,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,309,15,1534,820390,2024-04-08 08:00:00,IoT
156,20240408,2024-04-08,8,Monday,4,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,275,14,1576,469724,2024-04-08 08:00:00,IoT
157,20240409,2024-04-09,9,Tuesday,4,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,290,10,1470,383383,2024-04-09 08:00:00,IoT
158,20240410,2024-04-10,10,Wednesday,4,2024,Quarry A,Sumatera,-5.1234,105.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,299,20,1518,785446,2024-04-10 08:00:00,IoT
159,20240410,2024-04-10,10,Wednesday,4,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,289,9,1588,681328,2024-04-10 08:00:00,IoT
160,20240411,2024-04-11,11,Thursday,4,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,282,3,1569,719802,2024-04-11 08:00:00,IoT
161,20240412,2024-04-12,12,Friday,4,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,286,22,1552,517603,2024-04-12 08:00:00,IoT
162,20240412,2024-04-12,12,Friday,4,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,295,17,1589,523192,2024-04-12 08:00:00,IoT
163,20240413,2024-04-13,13,Saturday,4,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,308,19,1698,629592,2024-04-13 08:00:00,IoT
164,20240414,2024-04-14,14,Sunday,4,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,340,12,2095,868120,2024-04-14 08:00:00,IoT
165,20240414,2024-04-14,14,Sunday,4,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,366,11,1913,916824,2024-04-14 08:00:00,IoT
166,20240415,2024-04-15,15,Monday,4,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,262,4,1418,495712,2024-04-15 08:00:00,IoT
167,20240415,2024-04-15,15,Monday,4,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,348,16,2068,867108,2024-04-15 08:00:00,IoT
168,20240416,2024-04-16,16,Tuesday,4,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,324,10,1694,832029,2024-04-16 08:00:00,IoT
169,20240417,2024-04-17,17,Wednesday,4,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,354,20,1673,792758,2024-04-17 08:00:00,IoT
170,20240417,2024-04-17,17,Wednesday,4,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,307,11,1268,451821,2024-04-17 08:00:00,IoT
171,20240418,2024-04-18,18,Thursday,4,2024,Area Tambang C,Papua,-4.1234,138.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,310,20,2030,894551,2024-04-18 08:00:00,IoT
172,20240419,2024-04-19,19,Friday,4,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,297,9,1496,520734,2024-04-19 08:00:00,IoT
173,20240419,2024-04-19,19,Friday,4,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,327,12,2045,809518,2024-04-19 08:00:00,IoT
174,20240420,2024-04-20,20,Saturday,4,2024,Quarry A,Sumatera,-5.1234,105.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,319,18,1548,661507,2024-04-20 08:00:00,IoT
175,20240421,2024-04-21,21,Sunday,4,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,326,13,2003,825478,2024-04-21 08:00:00,IoT
176,20240421,2024-04-21,21,Sunday,4,2024,Area Tambang C,Papua,-4.1234,138.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,299,11,1573,588355,2024-04-21 08:00:00,IoT
177,20240422,2024-04-22,22,Monday,4,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,299,13,1350,646148,2024-04-22 08:00:00,IoT
178,20240422,2024-04-22,22,Monday,4,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,320,10,1811,573968,2024-04-22 08:00:00,IoT
179,20240423,2024-04-23,23,Tuesday,4,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,296,7,1541,718931,2024-04-23 08:00:00,IoT
180,20240424,2024-04-24,24,Wednesday,4,2024,Area Tambang C,Papua,-4.1234,138.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,284,20,1645,728833,2024-04-24 08:00:00,IoT
181,20240424,2024-04-24,24,Wednesday,4,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,316,8,1850,807213,2024-04-24 08:00:00,IoT
182,20240425,2024-04-25,25,Thursday,4,2024,Area Tambang C,Papua,-4.1234,138.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,268,8,1684,886547,2024-04-25 08:00:00,IoT
183,20240426,2024-04-26,26,Friday,4,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,307,24,2068,717733,2024-04-26 08:00:00,IoT
184,20240426,2024-04-26,26,Friday,4,2024,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,278,7,1418,435634,2024-04-26 08:00:00,IoT
185,20240427,2024-04-27,27,Saturday,4,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,298,23,1391,365846,2024-04-27 08:00:00,IoT
186,20240428,2024-04-28,28,Sunday,4,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,312,20,1549,408247,2024-04-28 08:00:00,IoT
187,20240428,2024-04-28,28,Sunday,4,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,281,12,1535,644043,2024-04-28 08:00:00,IoT
188,20240429,2024-04-29,29,Monday,4,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,355,19,1891,756107,2024-04-29 08:00:00,IoT
189,20240429,2024-04-29,29,Monday,4,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,299,11,1634,732339,2024-04-29 08:00:00,IoT
190,20240430,2024-04-30,30,Tuesday,4,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,303,10,1503,740647,2024-04-30 08:00:00,IoT
191,20240501,2024-05-01,1,Wednesday,5,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,343,15,1641,566611,2024-05-01 08:00:00,IoT
192,20240501,2024-05-01,1,Wednesday,5,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,300,25,1228,516919,2024-05-01 08:00:00,IoT
193,20240502,2024-05-02,2,Thursday,5,2024,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,324,6,1522,573681,2024-05-02 08:00:00,IoT
194,20240503,2024-05-03,3,Friday,5,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,294,11,1454,797158,2024-05-03 08:00:00,IoT
195,20240503,2024-05-03,3,Friday,5,2024,Quarry A,Sumatera,-5.1234,105.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,335,4,2078,995441,2024-05-03 08:00:00,IoT
196,20240504,2024-05-04,4,Saturday,5,2024,Area Tambang C,Papua,-4.1234,138.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,293,25,1550,575597,2024-05-04 08:00:00,IoT
197,20240505,2024-05-05,5,Sunday,5,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,299,21,1441,795676,2024-05-05 08:00:00,IoT
198,20240505,2024-05-05,5,Sunday,5,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,369,7,1969,901245,2024-05-05 08:00:00,IoT
199,20240506,2024-05-06,6,Monday,5,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,310,6,2056,881329,2024-05-06 08:00:00,IoT
200,20240506,2024-05-06,6,Monday,5,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,301,13,1554,707986,2024-05-06 08:00:00,IoT
201,20240507,2024-05-07,7,Tuesday,5,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,350,14,1830,807217,2024-05-07 08:00:00,IoT
202,20240508,2024-05-08,8,Wednesday,5,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,281,22,1599,599267,2024-05-08 08:00:00,IoT
203,20240508,2024-05-08,8,Wednesday,5,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,309,15,1842,840494,2024-05-08 08:00:00,IoT
204,20240509,2024-05-09,9,Thursday,5,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,307,6,1599,766030,2024-05-09 08:00:00,IoT
205,20240510,2024-05-10,10,Friday,5,2024,Quarry A,Sumatera,-5.1234,105.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,328,7,1784,691435,2024-05-10 08:00:00,IoT
206,20240510,2024-05-10,10,Friday,5,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,298,16,1585,690843,2024-05-10 08:00:00,IoT
207,20240511,2024-05-11,11,Saturday,5,2024,Quarry A,Sumatera,-5.1234,105.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,302,22,1541,548792,2024-05-11 08:00:00,IoT
208,20240512,2024-05-12,12,Sunday,5,2024,Area Tambang C,Papua,-4.1234,138.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,270,5,1449,616955,2024-05-12 08:00:00,IoT
209,20240512,2024-05-12,12,Sunday,5,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,296,15,1633,688910,2024-05-12 08:00:00,IoT
210,20240513,2024-05-13,13,Monday,5,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,319,5,1737,808538,2024-05-13 08:00:00,IoT
211,20240513,2024-05-13,13,Monday,5,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,326,5,1753,803876,2024-05-13 08:00:00,IoT
212,20240514,2024-05-14,14,Tuesday,5,2024,Area Tambang C,Papua,-4.1234,138.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,306,22,1660,859943,2024-05-14 08:00:00,IoT
213,20240515,2024-05-15,15,Wednesday,5,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,288,13,1477,503548,2024-05-15 08:00:00,IoT
214,20240515,2024-05-15,15,Wednesday,5,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,321,16,1468,630803,2024-05-15 08:00:00,IoT
215,20240516,2024-05-16,16,Thursday,5,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,257,25,1353,434060,2024-05-16 08:00:00,IoT
216,20240517,2024-05-17,17,Friday,5,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,311,25,1803,717320,2024-05-17 08:00:00,IoT
217,20240517,2024-05-17,17,Friday,5,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,271,15,1366,448580,2024-05-17 08:00:00,IoT
218,20240518,2024-05-18,18,Saturday,5,2024,Quarry A,Sumatera,-5.1234,105.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,265,20,1479,397166,2024-05-18 08:00:00,IoT
219,20240519,2024-05-19,19,Sunday,5,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,330,12,1407,629876,2024-05-19 08:00:00,IoT
220,20240519,2024-05-19,19,Sunday,5,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,332,23,1504,761778,2024-05-19 08:00:00,IoT
221,20240520,2024-05-20,20,Monday,5,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,342,15,1678,771840,2024-05-20 08:00:00,IoT
222,20240520,2024-05-20,20,Monday,5,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,301,19,1498,455068,2024-05-20 08:00:00,IoT
223,20240521,2024-05-21,21,Tuesday,5,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,304,20,1318,588496,2024-05-21 08:00:00,IoT
224,20240522,2024-05-22,22,Wednesday,5,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,286,24,1596,630144,2024-05-22 08:00:00,IoT
225,20240522,2024-05-22,22,Wednesday,5,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,305,13,2088,909514,2024-05-22 08:00:00,IoT
226,20240523,2024-05-23,23,Thursday,5,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,280,19,1425,635653,2024-05-23 08:00:00,IoT
227,20240524,2024-05-24,24,Friday,5,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,268,17,1428,448073,2024-05-24 08:00:00,IoT
228,20240524,2024-05-24,24,Friday,5,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,304,18,1277,440431,2024-05-24 08:00:00,IoT
229,20240525,2024-05-25,25,Saturday,5,2024,Area Tambang C,Papua,-4.1234,138.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,328,7,1343,460853,2024-05-25 08:00:00,IoT
230,20240525,2024-05-25,25,Saturday,5,2024,Area Tambang C,Papua,-4.1234,138.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,329,14,1705,823214,2024-05-25 08:00:00,IoT
231,20240526,2024-05-26,26,Sunday,5,2024,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,316,12,1531,567200,2024-05-26 08:00:00,IoT
232,20240527,2024-05-27,27,Monday,5,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,281,8,1487,557337,2024-05-27 08:00:00,IoT
233,20240527,2024-05-27,27,Monday,5,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,293,13,1544,889359,2024-05-27 08:00:00,IoT
234,20240528,2024-05-28,28,Tuesday,5,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,284,23,1507,496705,2024-05-28 08:00:00,IoT
235,20240529,2024-05-29,29,Wednesday,5,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,271,16,1401,635706,2024-05-29 08:00:00,IoT
236,20240529,2024-05-29,29,Wednesday,5,2024,Quarry A,Sumatera,-5.1234,105.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,327,25,1905,845932,2024-05-29 08:00:00,IoT
237,20240530,2024-05-30,30,Thursday,5,2024,Quarry A,Sumatera,-5.1234,105.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,253,13,1474,399010,2024-05-30 08:00:00,IoT
238,20240531,2024-05-31,31,Friday,5,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,296,23,1571,756630,2024-05-31 08:00:00,IoT
239,20240531,2024-05-31,31,Friday,5,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,309,14,1500,459890,2024-05-31 08:00:00,IoT
240,20240601,2024-06-01,1,Saturday,6,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,262,21,1352,590827,2024-06-01 08:00:00,IoT
241,20240601,2024-06-01,1,Saturday,6,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,280,6,1530,725080,2024-06-01 08:00:00,IoT
